"URL","Uniprot ID","GeneSymbol","Name","Description","Development Level","DTOClass","PantherClass","ChemblClass","Novelty","Target Family","Function","GrantCount","R01Count","PatentCount","AntibodyCount","PubmedCount","PMIDs"
/idg/targets/P15121,P15121,AKR1B1,"Aldose reductase","Catalyzes the NADPH-dependent reduction of a wide variety of carbonyl-containing compounds to their corresponding alcohols with a broad range of catalytic efficiencies.",Tclin,"3-ketosteroid receptors","reductase",,-3.2567882290051577,Enzyme,,322,181,,302,,49.125437711233175,25885804|25722213|25528584|25446850|25123395|24698671|24663124|24567419|24474649|24360973|24186862|24100137|23747692|23732517|23533145|23517423|23376485|23146748|23029549|22978663|22844269|22658411|22649481|22561432|22360420|21637955|21420193|21409599|21329684|21329682|21306562|21294693|21269460|21182935|21084309|21067572|21067489|20943776|20837989|20628086|20458337|20424224|20354121|20353610|20150532|20093363|19913121|19850041|19847669|19821053|19760097|19608861|19422879|19420105|19413330|19273550|19056867|18716049|18495158|18451330|18434430|18385795|18029348|17968325|17851230|17563730|17505104|17418233|17368668|17353931|17270157|17139089|17018629|16936152|16928730|16911628|16701918|16620264|16545977|16344560|16337231|16176189|16174723|16021519|15973199|15745835|15637423|15583024|15569136|15504980|15489334|15284221|15284219|15277434|15272156|15270790|15251463|15231748|15181092|15162486|15146478|14996095|14702039|14694018|14694017|14662023|14582038|12690205|12660865|12604221|12486717|12477932|12446366|11958479|11874426|11842041|11796181|11499839|11449315|11444797|11306081|11182213|11095596|10510318|10075698|9565553|9405046|9195951|8877273|8645003|8615700|8435445|8405190|8347133|8343525|8281941|8268209|8245005|8234324|7789640|6417042|2510130|2504709|2498333|2492527|2112546|2111143|1901857|1901827|1621098|1447221|1420136
/idg/targets/P49116,P49116,NR2C2,"Nuclear receptor subfamily 2 group C member 2","Orphan nuclear receptor that can act as a repressor or activator of transcription. An important repressor of nuclear receptor signaling pathways such as retinoic acid receptor, retinoid X, vitamin D3 receptor, thyroid hormone receptor and estrogen receptor pathways. May regulate gene expression during the late phase of spermatogenesis. Together with NR2C1, forms the core of the DRED (direct repeat erythroid-definitive) complex that represses embryonic and fetal globin transcription including that of GATA1. Binds to hormone response elements (HREs) consisting of two 5'-AGGTCA-3' half site direct repeat consensus sequences. Plays a fundamental role in early embryonic development and embryonic stem cells. Required for normal spermatogenesis and cerebellum development. Appears to be important for neurodevelopmentally regulated behavior (By similarity). Activates transcriptional activity of LHCG. Antagonist of PPARA-mediated transactivation.",Tchem,"Testicular receptors","nuclear hormone receptor",,-1.6809539337117978,"Nuclear Receptor",,232,147,24606,403,,42.669786992109735,26884850|26620228|26617776|26432169|26334375|26240016|26178291|26144287|25980442|25925376|25833838|25704183|25623427|25561507|25512613|25475726|25320283|25277189|24975468|24942571|24912525|24907344|24811540|24801688|24728340|24583925|24565101|24418622|24337384|24082073|24028082|23940728|23770285|23700229|23653479|23609451|23463759|23416702|23186163|22981905|22851693|22672233|22643835|22641218|22544925|22488850|22486638|22020285|21980489|21918225|21915030|21835421|21670149|21331078|21126370|21068381|20604713|20393820|20379614|20200282|20164171|20068231|19955181|19859911|19690332|19618297|18977241|18669648|18619963|18388194|18029348|17974920|17601350|16887930|16751776|16641997|15381082|15302918|15193450|14743216|14702039|14633987|12615366|12547194|12522137|12486131|12477932|12361719|12093744|11844790|11585904|10644740|10611280|10347174|9737983|9556573|9006963|8661150|8016112|7779113|7708055
/idg/targets/P51449,P51449,RORC,"Nuclear receptor ROR-gamma","Isoform 2: Essential for thymopoiesis and the development of several secondary lymphoid tissues, including lymph nodes and Peyer's patches. Required for the generation of LTi (lymphoid tissue inducer) cells. Regulates thymocyte survival through DNA-binding on ROREs of target gene promoter regions and recruitment of coactivaros via the AF-2. Also plays a key role, downstream of IL6 and TGFB and synergistically with RORA, for lineage specification of uncommitted CD4(+) T-helper (T(H)) cells into T(H)17 cells, antagonizing the T(H)1 program. Probably regulates IL17 and IL17F expression on T(H) by binding to the essential enhancer conserved non-coding sequence 2 (CNS2) in the IL17-IL17F locus. May also play a role in the pre-TCR activation cascade leading to the maturation of alpha/beta T-cells and may participate in the regulation of DNA accessibility in the TCR-J(alpha) locus.",Tchem,"Retinoic acid-related orphans","nuclear hormone receptor",,-2.139164487166832,"Nuclear Receptor",,58,39,8367,435,,34.43806460004225,27082299|26878233|26640126|26564244|26549310|26498317|26474968|26453305|26434354|26415373|26330273|26319393|26267538|26160376|25873156|25872376|25821221|25769926|25740946|25552913|25527718|25499021|25491772|25341687|25292313|25070893|24911119|24812667|24668754|24516202|24317395|23990625|23765061|23726039|23555304|23409930|23327801|23211525|23128233|23043388|22989874|22891280|22789990|22404826|22326581|22237416|22170608|22058032|21853531|21791252|21566134|21499262|21455110|21426710|21391996|20450585|20427770|20379614|20211758|20203100|20106535|19965867|19692128|19648312|19449310|19439651|19381306|19112760|19029904|18564921|18434325|18368049|17974005|17504012|17240331|16712791|16710414|16381901|15489336|15489334|14702039|12855222|12477932|11983153|11230166|11076863|10963675|10875923|10602018|9403063|8125298|7811290
/idg/targets/P03372,P03372,ESR1,"Estrogen receptor","Nuclear hormone receptor. The steroid hormones and their receptors are involved in the regulation of eukaryotic gene expression and affect cellular proliferation and differentiation in target tissues. Ligand-dependent nuclear transactivation involves either direct homodimer binding to a palindromic estrogen response element (ERE) sequence or association with other DNA-binding transcription factors, such as AP-1/c-Jun, c-Fos, ATF-2, Sp1 and Sp3, to mediate ERE-independent signaling. Ligand binding induces a conformational change allowing subsequent or combinatorial association with multiprotein coactivator complexes through LXXLL motifs of their respective components. Mutual transrepression occurs between the estrogen receptor (ER) and NF-kappa-B in a cell-type specific manner. Decreases NF-kappa-B DNA-binding activity and inhibits NF-kappa-B-mediated transcription from the IL6 promoter and displace RELA/p65 and associated coregulators from the promoter. Recruited to the NF-kappa-B response element of the CCL2 and IL8 promoters and can displace CREBBP. Present with NF-kappa-B components RELA/p65 and NFKB1/p50 on ERE sequences. Can also act synergistically with NF-kappa-B to activate transcription involving respective recruitment adjacent response elements; the function involves CREBBP. Can activate the transcriptional activity of TFF1. Also mediates membrane-initiated estrogen signaling involving various kinase cascades. Isoform 3 is involved in activation of NOS3 and endothelial nitric oxide production. Isoforms lacking one or several functional domains are thought to modulate transcriptional activity by competitive ligand or DNA binding and/or heterodimerization with the full length receptor. Essential for MTA1-mediated transcriptional regulation of BRCA1 and BCAS3. Isoform 3 can bind to ERE and inhibit isoform 1.",Tclin,"Estrogen receptors",,,-3.9845564120488977,"Nuclear Receptor",,4944,2673,299825,2214,,65.18425996255223,27434945|27174898|27107895|27070141|27035664|26960573|26939421|26928228|26911590|26846986|26835991|26829108|26826253|26820652|26790618|26768368|26742628|26728382|26723394|26703694|26700933|26700208|26695360|26688601|26674964|26669013|26639757|26634548|26620113|26598706|26592768|26575018|26560360|26550991|26535709|26530297|26529820|26529545|26522827|26506594|26503703|26488768|26485345|26484775|26456481|26434778|26434753|26428028|26424167|26411678|26406593|26403396|26394816|26393498|26389696|26383254|26374855|26370976|26348925|26345870|26334887|26334217|26318038|26299756|26299454|26280373|26261103|26252518|26251204|26244666|26186972|26183887|26183824|26180042|26179105|26169989|26166704|26166202|26165414|26161666|26160085|26158518|26153859|26148232|26131816|26122181|26122040|26100352|26056290|26049107|26043844|26036718|26036714|26033249|26029980|26023734|26023053|26022099|26006730|26001094|25994408|25991817|25981900|25979597|25970543|25955393|25944846|25943392|25928859|25928204|25927974|25923108|25917453|25908555|25907805|25904752|25901081|25892216|25890275|25887457|25884832|25884434|25866209|25864647|25860340|25859975|25857231|25851346|25849766|25846769|25845386|25836047|25828708|25825714|25823469|25822021|25802405|25801958|25788266|25778331|25769926|25766326|25752574|25740706|25736863|25730068|25728938|25728767|25720568|25701261|25693206|25683269|25675114|25666264|25663546|25655200|25652255|25643697|25632198|25626180|25617525|25604459|25603724|25597633|25595040|25594859|25582774|25576212|25561399|25542856|25534852|25531331|25526766|25524554|25522625|25512541|25503779|25500588|25490392|25483016|25463985|25445105|25433206|25428437|25423566|25418858|25416214|25415230|25385317|25381338|25375021|25370037|25356941|25347744|25342443|25339659|25338681|25327703|25325995|25323936|25307539|25303530|25299774|25287328|25284587|25283589|25283550|25283475|25281901|25277204|25275589|25270093|25263449|25258361|25258321|25231870|25231129|25228414|25222219|25219498|25218501|25218234|25217304|25203051|25201024|25200861|25198130|25195863|25178548|25178514|25175082|25158023|25154549|25152917|25145671|25135164|25128001|25113640|25113249|25101695|25099679|25077953|25077943|25061285|25060183|25051172|25044212|25030786|25027393|25014269|25011585|25004254|25003667|24992175|24975878|24971610|24962896|24961754|24960263|24947674|24945100|24934762|24928730|24928087|24908329|24885022|24884830|24878609|24861435|24859835|24857745|24851606|24848085|24833090|24829062|24828673|24825747|24824712|24823458|24818995|24815444|24789043|24786296|24785095|24772998|24772413|24768427|24758408|24756215|24755315|24742914|24737323|24732579|24725156|24705910|24684970|24680642|24674832|24667714|24647635|24639548|24619425|24615515|24614816|24607813|24603706|24601884|24601830|24599688|24594358|24586459|24584714|24577825|24570392|24568551|24567374|24565681|24558373|24550401|24523574|24508513|24502950|24498137|24495356|24495253|24486245|24485503|24482673|24481879|24481237|24475282|24471565|24464625|24452315|24449868|24449583|24442344|24441044|24441041|24434785|24430505|24430361|24427778|24422630|24416430|24414486|24413532|24410765|24398991|24398047|24395301|24395109|24389498|24380700|24377599|24376711|24376209|24375531|24374826|24372587|24366551|24366110|24340027|24335662|24335340|24325915|24322303|24322014|24304549|24283290|24282178|24269135|24266697|24228243|24227889|24223909|24223763|24217905|24217577|24192230|24189439|24188405|24185512|24185510|24174373|24166501|24162602|24162264|24162262|24155906|24150894|24142535|24140101|24133901|24127041|24126791|24125069|24121066|24114857|24106242|24103020|24101509|24101215|24101172|24099775|24096540|24086615|24062311|24058649|24058548|24055055|24054032|24053619|24051224|24047697|24045439|24023309|24021827|24015958|24015267|24009311|23996526|23991038|23977306|23951298|23950888|23932494|23925045|23923078|23923010|23917948|23915851|23913373|23874775|23874500|23873111|23868472|23867501|23867117|23861392|23860318|23859042|23843035|23841731|23829397|23825704|23822672|23821363|23814048|23812730|23810008|23810005|23809427|23805834|23774759|23770852|23763623|23762395|23749764|23749503|23747343|23741969|23737135|23733894|23714156|23709055|23707549|23704881|23695389|23690166|23687977|23681011|23678541|23676274|23674830|23668054|23666105|23665993|23644255|23636943|23625281|23620292|23614677|23609470|23593326|23591816|23585209|23584859|23583297|23580588|23580323|23576398|23570281|23567436|23563607|23559367|23546602|23546601|23546553|23542176|23535733|23535729|23526455|23525242|23524984|23522078|23515291|23506158|23499841|23499324|23497414|23494590|23493373|23474223|23471591|23468243|23467929|23463097|23450473|23437920|23437003|23403054|23402757|23397283|23391338|23390529|23362266|23350368|23342282|23342072|23339407|23338998|23328702|23324193|23322423|23319822|23307470|23305873|23285017|23277184|23273711|23272245|23271418|23268322|23267128|23257935|23251661|23250869|23248117|23245353|23244119|23242705|23242655|23206990|23202974|23199240|23178685|23177411|23160374|23159625|23150099|23145106|23137636|23133636|23131391|23128795|23116284|23098699|23098526|23098495|23088992|23078272|23074960|23074152|23071688|23065768|23060440|23056236|23056216|23051957|23042805|23042285|23032375|23030067|23024189|23023562|23018357|22982060|22978347|22976807|22972951|22971276|22970307|22962310|22936801|22927007|22921477|22908231|22907427|22902633|22890138|22884659|22882944|22865929|22853951|22850893|22820289|22819972|22810499|22808109|22807578|22806965|22800951|22799738|22792352|22791811|22787161|22784973|22784503|22760258|22759734|22749220|22747683|22733972|22727021|22669764|22668753|22626971|22622808|22615145|22613997|22606272|22590818|22580535|22580007|22569715|22564243|22562654|22550166|22549810|22547449|22543272|22531679|22524805|22521644|22509838|22508765|22463081|22460789|22457607|22446104|22446103|22426783|22415229|22414972|22404101|22402113|22399296|22394363|22389694|22383897|22382029|22375075|22374427|22362381|22359603|22347418|22344619|22342729|22336175|22328528|22328322|22326682|22324545|22311091|22311020|22310000|22296324|22295107|22295098|22291950|22291085|22290394|22286763|22284250|22283119|22277987|22275375|22273809|22271294|22271290|22266976|22266866|22266331|22247547|22245602|22240483|22228197|22228098|22226967|22222969|22216287|22213398|22207717|22203942|22201220|22199306|22199302|22198466|22193044|22174013|22170254|22142990|22141363|22139072|22138413|22132110|22125492|22119825|22107784|22102068|22093364|22092403|22086303|22083956|22074947|22071320|22068927|22064478|22056872|22052998|22049316|22038234|22031296|22022496|22014058|22012767|22009847|22004841|22001950|21986093|21984905|21984528|21983130|21980607|21972702|21966761|21951066|21947828|21946067|21943781|21937726|21934279|21924251|21922275|21920899|21907803|21907792|21901395|21888973|21880074|21878914|21868451|21866462|21858728|21842124|21841772|21840910|21840388|21840040|21837769|21837403|21835891|21826373|21823190|21784129|21781458|21762477|21762042|21761367|21761362|21761334|21760950|21757754|21749714|21747171|21741601|21736840|21734414|21720911|21713035|21707866|21706051|21703046|21700719|21699784|21695903|21695196|21691043|21684697|21680658|21673408|21658281|21658000|21655654|21644229|21642474|21640622|21632819|21625942|21623207|21610700|21607585|21607583|21602804|21597315|21572391|21570196|21552322|21540461|21536917|21523370|21520258|21509526|21506659|21505052|21491087|21487104|21486948|21480391|21468554|21463834|21458421|21445546|21445275|21444077|21437249|21427057|21423915|21422801|21410323|21397694|21378170|21367855|21356307|21351528|21348637|21344398|21330404|21323952|21309471|21308739|21304949|21300759|21295396|21292820|21285458|21282336|21273576|21271213|21269613|21269226|21266162|21263130|21262040|21248301|21220187|21217774|21216543|21216218|21212417|21211522|21211272|21209903|21209395|21207861|21207255|21203528|21200092|21196169|21184272|21182205|21182203|21174060|21173974|21173433|21163127|21152100|21152022|21149515|21146582|21139866|21127007|21119048|21106950|21104395|21102521|21102415|21099731|21079811|21078168|21059289|21050467|21041310|21040551|21029696|20979911|20978187|20966540|20962507|20961965|20961463|20960162|20959426|20958960|20956553|20953833|20945400|20935677|20927313|20920367|20890067|20889718|20887985|20884142|20881960|20880986|20880607|20873988|20872186|20855884|20852966|20850223|20846920|20844986|20827267|20819792|20819530|20817241|20800603|20797716|20797424|20734064|20732949|20729390|20727239|20720010|20716560|20711807|20705611|20702456|20699091|20697762|20691160|20674091|20673868|20664970|20661439|20656393|20634891|20634197|20631257|20628746|20628086|20615892|20609538|20608937|20602165|20599614|20599431|20596625|20595634|20593765|20592363|20586553|20581768|20581058|20578216|20570923|20559649|20557310|20556506|20554715|20550710|20547749|20542061|20538124|20534768|20534720|20532479|20525555|20524935|20519370|20514458|20508921|20505342|20492382|20487521|20480654|20468064|20460512|20460377|20458558|20453838|20453000|20452482|20448663|20439495|20436503|20429621|20421786|20417581|20417295|20413580|20411337|20403436|20388878|20383761|20382698|20381444|20379614|20378615|20375995|20372799|20372779|20360387|20357503|20353944|20353269|20351714|20348243|20347265|20346360|20339947|20338046|20337221|20335148|20332105|20308691|20308044|20305683|20305341|20305143|20305046|20304699|20302909|20301197|20300195|20299092|20237151|20228224|20219974|20215536|20215421|20215396|20213082|20210479|20200978|20200813|20200160|20198335|20197727|20197399|20197310|20180843|20179234|20179226|20178635|20173016|20172949|20172536|20153472|20153324|20148360|20130088|20128772|20128071|20116372|20111054|20110403|20109228|20109227|20104649|20103625|20101232|20097268|20095908|20087349|20086172|20080953|20080857|20080637|20080630|20079837|20079471|20074560|20070947|20065040|20063045|20061782|20060929|20060387|20059631|20056644|20052536|20046055|20043081|20035625|20032008|20025868|20015871|20001343|19960008|19959825|19956831|19956635|19955102|19953095|19952760|19952285|19950602|19948975|19946334|19944560|19941161|19940364|19938958|19938352|19936541|19934375|19934104|19933843|19933466|19927160|19926790|19926619|19913121|19905901|19904497|19903038|19897598|19890323|19887647|19887485|19886840|19884274|19882362|19876927|19866355|19861327|19860128|19858209|19842032|19838210|19835506|19828692|19826002|19822194|19820388|19814616|19809499|19801982|19797124|19793653|19789190|19776291|19775474|19772891|19763509|19762712|19761138|19760036|19758455|19755138|19749156|19739677|19739075|19738412|19735754|19730444|19729795|19728929|19724876|19723634|19720911|19718048|19715484|19712589|19711044|19706809|19706389|19697122|19695239|19693267|19692168|19676041|19675450|19673915|19667268|19666427|19657752|19654868|19636373|19636371|19630952|19625176|19620290|19608186|19605405|19604497|19598235|19595769|19593135|19591174|19586561|19584059|19581569|19578917|19578796|19574486|19574448|19574409|19574343|19574173|19563758|19560472|19556726|19556604|19556341|19555348|19551860|19526339|19524139|19519176|19509295|19509105|19506903|19506792|19505920|19503094|19491387|19489872|19487288|19478391|19476621|19473078|19460354|19458056|19453261|19451226|19446283|19439407|19438492|19436038|19435816|19433448|19433264|19429457|19429434|19424606|19423554|19422801|19421079|19420105|19419938|19415745|19414598|19411060|19406238|19403568|19399944|19398483|19386276|19386104|19383985|19383788|19383343|19383337|19382890|19377875|19375130|19370415|19369417|19367380|19364822|19351845|19350539|19347708|19339517|19336370|19331827|19328202|19321582|19321454|19320640|19319135|19318036|19309393|19302287|19299445|19298602|19287996|19287951|19284296|19276281|19261198|19255718|19247692|19233358|19219433|19219042|19217090|19208313|19208263|19205874|19205871|19200973|19199249|19198856|19194457|19191023|19188451|19185056|19175383|19172223|19170196|19162354|19159686|19158089|19157583|19152063|19147702|19142184|19126777|19124506|19122208|19117995|19117054|19112174|19107851|19106221|19095746|19094228|19093296|19087310|19086053|19084502|19082882|19080622|19079262|19074826|19064572|19061285|19060449|19039327|19034514|19032828|19032364|19032032|19031960|19031816|19030709|19028706|19027010|19021634|19018086|19012097|19011999|19011961|19008156|19001520|18997820|18992263|18991569|18990386|18990228|18984578|18980828|18980759|18958632|18955141|18952763|18951949|18950845|18949413|18949048|18942332|18941930|18941890|18925325|18854778|18853184|18852215|18850387|18846948|18844082|18843190|18839613|18838536|18837889|18837888|18835831|18825402|18825311|18820009|18818283|18816632|18814026|18798271|18794456|18767927|18765668|18762230|18758908|18755890|18753331|18752050|18728018|18727987|18722876|18722177|18720524|18720455|18719354|18715613|18708376|18708366|18706253|18690166|18688042|18687423|18681789|18680103|18678289|18676680|18660489|18657504|18652667|18646531|18644889|18644836|18636124|18632615|18631401|18629629|18627768|18617186|18615623|18600402|18599548|18597742|18593928|18593923|18593897|18593825|18588516|18582450|18579858|18577416|18569637|18569528|18568888|18565642|18563714|18560894|18559568|18558727|18550772|18550720|18548852|18546531|18543253|18534028|18533032|18519947|18518979|18511131|18510611|18508999|18508261|18505767|18499756|18498351|18492705|18485221|18483761|18483465|18483281|18483257|18483178|18481172|18471979|18459544|18452179|18451179|18451095|18450951|18450649|18449864|18445777|18445666|18445128|18441008|18433299|18424506|18424448|18421025|18414007|18408366|18407895|18406438|18403716|18394649|18391223|18390216|18388150|18385916|18379196|18375409|18372406|18367190|18365014|18363044|18360040|18359774|18350156|18350145|18342444|18339713|18316616|18316615|18310301|18309176|18307035|18305958|18301357|18297304|18294052|18288931|18285546|18271972|18264135|18261753|18252198|18247370|18243128|18239068|18229450|18216219|18210333|18204896|18202578|18200028|18197009|18195227|18189290|18184269|18178192|18174157|18166184|18165403|18165171|18165170|18164902|18162533|18157729|18097104|18096994|18089911|18089703|18070427|18070128|18062975|18053221|18048499|18042273|18037997|18037365|18029348|18025262|18006911|17998543|17992477|17991426|17975005|17974005|17971628|17962916|17960587|17953702|17951536|17951080|17948189|17939379|17932744|17932106|17924141|17922032|17921385|17916182|17914104|17911387|17909265|17908967|17904846|17903300|17896124|17895504|17891599|17889406|17885486|17884941|17854418|17852416|17825481|17761946|17728669|17717078|17713466|17706611|17706202|17704057|17686882|17666587|17666584|17658481|17656679|17652530|17646279|17646097|17634528|17633471|17631492|17630774|17627277|17617929|17616709|17615152|17614350|17609999|17609434|17609204|17599809|17599361|17599055|17598904|17594514|17591841|17591692|17590503|17589376|17587566|17564514|17562079|17558892|17556378|17553133|17548071|17545996|17545528|17540666|17531923|17520659|17513703|17512111|17511620|17510501|17507630|17507624|17505773|17505058|17493601|17478088|17473282|17463000|17454161|17453687|17453340|17452407|17452356|17446729|17443129|17419075|17417639|17415682|17413977|17410321|17409042|17408018|17405848|17405842|17392432|17391927|17391528|17389465|17388661|17378156|17372038|17365134|17363140|17356055|17350824|17350773|17350616|17349986|17347654|17333335|17332369|17327435|17325140|17324916|17317669|17316413|17312270|17311814|17309937|17299137|17287066|17284441|17283037|17275994|17274640|17268813|17264952|17252199|17241382|17224934|17224074|17220347|17203178|17192785|17187234|17186378|17185393|17184825|17176215|17160687|17143016|17135255|17130235|17127213|17121748|17118173|17116097|17109894|17105837|17099213|17097034|17095210|17089081|17085477|17046193|17043237|17023856|17021946|17016614|17011556|17010478|17008385|17008324|17006958|17006756|16988190|16977255|16972020|16968748|16957778|16954434|16949392|16949390|16949387|16949384|16939403|16935316|16914837|16912174|16901007|16886637|16880783|16873715|16873370|16860797|16859128|16855153|16846491|16816928|16809442|16809346|16808847|16799708|16796589|16793950|16791593|16791482|16788818|16782818|16769725|16766435|16762623|16762402|16762184|16758971|16757575|16756716|16754886|16753154|16735942|16723714|16720731|16713399|16709599|16699281|16691199|16690750|16684779|16679312|16675850|16675542|16648749|16648639|16647340|16645043|16645038|16638864|16636675|16633737|16628468|16622736|16617102|16612467|16612068|16608856|16606617|16606610|16604479|16603732|16601072|16595228|16574784|16555127|16554032|16553027|16551651|16549430|16541319|16538187|16537702|16524927|16524385|16522905|16522460|16504171|16502042|16500359|16497729|16492926|16492615|16489075|16484614|16483936|16478760|16477637|16477374|16469747|16453284|16430179|16427018|16417649|16417078|16406987|16396937|16388018|16365013|16362385|16361951|16344560|16332659|16326832|16322330|16322326|16317584|16293641|16292600|16286534|16284392|16280269|16280033|16278681|16273733|16271083|16269961|16260521|16252695|16244490|16243557|16242874|16238543|16226051|16219765|16216908|16216907|16215870|16213843|16210384|16210018|16203927|16202920|16200719|16199553|16179580|16179380|16176503|16169423|16168121|16168103|16165085|16160748|16159931|16154319|16153823|16151677|16150902|16144952|16139450|16138832|16133690|16123086|16119004|16118406|16117875|16099331|16098857|16098017|16091743|16087863|16087727|16086289|16076840|16061840|16055089|16051668|16046054|16043358|16042580|16037132|16014638|16009131|16005459|15999471|15966503|15965230|15964799|15964790|15961505|15961417|15960894|15947004|15940291|15940264|15934440|15923424|15919818|15899960|15891768|15886208|15878968|15870697|15870696|15862952|15862951|15862818|15856463|15842934|15837795|15831516|15831512|15827868|15824731|15817658|15807179|15802376|15802375|15800680|15798095|15784714|15781005|15772083|15763593|15755860|15749482|15746193|15744038|15734595|15723135|15713534|15709176|15705965|15698546|15694360|15693887|15692074|15674350|15668497|15661863|15657064|15654614|15654505|15651230|15647972|15645536|15642950|15642162|15641807|15637147|15625066|15616899|15615701|15613410|15609101|15609040|15607534|15607532|15604249|15595626|15592589|15591788|15581976|15579774|15579769|15576061|15569929|15569417|15556606|15552843|15545229|15541640|15539439|15536156|15532726|15528307|15525597|15525592|15523071|15521089|15517129|15514030|15496458|15496419|15489334|15476574|15474761|15474102|15474036|15471764|15467744|15389627|15381239|15380041|15375600|15368436|15368362|15361380|15358197|15354856|15351741|15351732|15345745|15330195|15324358|15318176|15314175|15304487|15304355|15289619|15282324|15272917|15263903|15261302|15258723|15254972|15254780|15231873|15229223|15217907|15217512|15213208|15211069|15208259|15205361|15199063|15193490|15173068|15171727|15171723|15169784|15167447|15167446|15161711|15145521|15133719|15120696|15108352|15103224|15084345|15084241|15082146|15078875|15070964|15070958|15070949|15066997|15066214|15060164|15059947|15056731|15047147|15041725|15034868|15033914|15033483|15026080|15001646|14999525|14985328|14981916|14973390|14973389|14972425|14963108|14960313|14767512|14764897|14764789|14764652|14762440|14761887|14742696|14739282|14736707|14725686|14722073|14715875|14715865|14710360|14701856|14691461|14688157|14680815|14675539|14674143|14670179|14634838|14617632|14600184|14574404|14568562|14563649|14562991|14559803|14528452|14528100|14522892|14520218|14519529|14508827|14506618|14505233|14504194|14503979|14499686|13678390|12970748|12969589|12962933|12961063|12954762|12943696|12927786|12917706|12917342|12917323|12915669|12914574|12899921|12895309|12895004|12894229|12891629|12889606|12879219|12878603|12874288|12873984|12873981|12861133|12856811|12855746|12853125|12852830|12847685|12842887|12839940|12837697|12824724|12821935|12817755|12815477|12810552|12781038|12775708|12774124|12770739|12757654|12750288|12740031|12736255|12733715|12727990|12727987|12718576|12712467|12711000|12710997|12691862|12682286|12667452|12660241|12650698|12646062|12642782|12627470|12612073|12612060|12605096|12597128|12594813|12594000|12588759|12576490|12576474|12574216|12568733|12566932|12566449|12556917|12554772|12554660|12553013|12552233|12552091|12547836|12547192|12527756|12524070|12515753|12511607|12509901|12496244|12482985|12482846|12477932|12477541|12475719|12475718|12466266|12457453|12453411|12446585|12438984|12429765|12415108|12412813|12403846|12400015|12398989|12389206|12381474|12374744|12351689|12351687|12270131|12242035|12231116|12207901|12207170|12206920|12200415|12198596|12195069|12193552|12185415|12183765|12174912|12174171|12169981|12167865|12160997|12154211|12147702|12145336|12145334|12145209|12138194|12138116|12119550|12119130|12113882|12112198|12112006|12111450|12110951|12100115|12098649|12096841|12093804|12093745|12088878|12088871|12088102|12059984|12058073|12047722|12039952|12034840|12031042|12021200|12014437|12011094|12006396|11997270|11992565|11986316|11984699|11981030|11971969|11960618|11959119|11955468|11953755|11938861|11937504|11925413|11923465|11918216|11911945|11903314|11894143|11887937|11887032|11886765|11875103|11867202|11861507|11854298|11846326|11844790|11839580|11838047|11826769|11818702|11818499|11803451|11798902|11782371|11779858|11774719|11773443|11773441|11773069|11731608|11720251|11716992|11710886|11704680|11689696|11689445|11682626|11595744|11595700|11581164|11564035|11563984|11555647|11544182|11525424|11507039|11481323|11477071|11458983|11458981|11437591|11436125|11435445|11432835|11397855|11383910|11358960|11355046|11353774|11316004|11279242|11266503|11265755|11244506|11239543|11231990|11178989|11165056|11149476|11140838|11139588|11139535|11127213|11121195|11113208|11092404|11092403|11075817|11050174|11043578|11018265|11013076|11004670|10970861|10949034|10942433|10908561|10872826|10866662|10829018|10816575|10766163|10749889|10748020|10737800|10713182|10707955|10706618|10706293|10681512|10620335|10619354|10598587|10567404|10454579|10428798|10409727|10359819|10334989|10207098|10085091|9875847|9849967|9773978|9702189|9653119|9632676|9628887|9628876|9627117|9619507|9600906|9528769|9473491|9448000|9427757|9393949|9338790|9328340|9195227|9171231|9115274|9099865|9039267|8999954|8961262|8647321|8600466|8600444|8541239|8524784|8406468|8308015|8240974|8221895|8090165|7916651|7838153|7651415|7641693|7539106|7476978|3754034|3753802|3145193|2792078|2247153|2040605|2015052|1779972|1603086|1577818|1567414|1476547
/idg/targets/Q9Y5X4,Q9Y5X4,NR2E3,"Photoreceptor-specific nuclear receptor","Orphan nuclear receptor of retinal photoreceptor cells. Transcriptional factor that is an activator of rod development and repressor of cone development. Binds the promoter region of a number of rod- and cone-specific genes, including rhodopsin, M- and S-opsin and rod-specific phosphodiesterase beta subunit. Enhances rhodopsin expression. Represses M- and S-cone opsin expression.",Tchem,"Tailless-like receptors","nuclear hormone receptor",,,"Nuclear Receptor",,,,,223,,31.075891583042356,26910043|26149760|25079116|24891813|24747967|24069298|23975195|23604511|23374571|23319000|23039133|22661467|22605927|22174013|22025681|21364904|20801516|20725840|20591486|20212206|19933183|19898638|19823680|19718767|19273793|19139342|19006237|18436841|18294254|17982421|17564971|17081983|16225923|15689355|15634773|15459973|15277507|15190009|12963616|12477932|11487564|11071390|10965145|10655056|10611353|10220376|8889548
